,Country Code_y,Country Name,Political model,GDP-2012,GDP -2013,GDP-2014,GDP-2015,GDP-2016,GDP-2017,ICP-2012,ICP-2013,ICP-2014,ICP-2015,ICP-2016,ICP-2017,UG2012,UG2013,UG2014,UG2015,UG2016,UG2017,UG2018,UY2012,UY2013,UY2014,UY2015,UY2016,UY2017,UY2018,2018 score,Status
0,DZA,Algeria,Dictatorship,2.09E+11,2.1E+11,2.14E+11,1.66E+11,1.6E+11,1.68E+11,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,10.97000027,9.819999695,10.60000038,11.19999981,10.19999981,10.12899971,10.06599998,27.57699966,25.05699921,25.77799988,29.89800072,24.25699997,24.3010006,24.34799957,75.8,1
1,AGO,Angola,Dictatorship,1.28E+11,1.37E+11,1.46E+11,1.16E+11,1.01E+11,1.22E+11,10.27790492,8.777814293,7.280387304,10.27804607,32.37773407,31.69168614,7.347000122,7.330999851,7.306000233,7.281000137,7.723999977,8.166999817,8.543000221,16.95700073,16.99799919,16.9489994,16.90500069,18.03100014,19.09000015,19.99099922,89.4,0
2,BEN,Benin,Democracy,8152554487,9157355680,9707432016,8291155881,8573159697,9246696924,6.744416882,0.890008647,-1.006043873,0.273667816,-0.848347682,0.079070843,2.644000053,2.637000084,2.631000042,2.627000093,2.54399991,2.46600008,2.394999981,5.40500021,5.410999775,5.40899992,5.399000168,5.28399992,5.18599987,5.099999905,75.7,1
3,BWA,Botswana,"Capitalism,Democracy",14420393569,14901750765,16250750259,14406496464,15648632362,17406565823,7.536902611,5.884607071,4.402253092,3.062031696,2.814957914,3.308280768,17.49300003,17.71800041,17.34900093,17.01499939,17.11700058,17.35700035,17.61800003,35.1590004,35.50500107,35.23099899,34.99700165,35.27299881,35.69599915,36.1609993,62,1
4,BFA,Burkina Faso,Democracy,11166063467,11947176342,12377391463,10419303761,10886363727,12322864245,3.818152403,0.533738507,-0.258089518,0.954993317,-0.244764126,0.368047036,5.548999786,6.002999783,6.5,6.493999958,6.390999794,6.303999901,6.227000237,7.479000092,7.997000217,8.56099987,8.559000015,8.552000046,8.562999725,8.572999954,86.5,0
5,BDI,Burundi,Dictatorship,2333308099,2451625333,2705783272,3104394858,2959185295,3172416146,18.16104531,7.937958075,4.405352342,5.544688913,5.557689614,16.0525353,1.514999986,1.485999942,1.570000052,1.57099998,1.590999961,1.552999973,1.51699996,2.759000063,2.736999989,2.91899991,2.904999971,2.957999945,2.898999929,2.839999914,97.4,0
6,CMR,Cameroon,Dictatorship,29104437355,32348149947,34942948737,30916218544,32621535419,34922782311,2.735296775,2.05034718,1.854898504,2.676235314,0.874190383,0.64040915,4.225999832,4.277999878,4.320000172,4.296000004,4.261000156,4.242000103,4.230000019,7.671999931,8.362000465,9.046999931,9.045000076,9.024000168,8.944000244,8.876999855,95.3,0
7,CAF,Central African Republic,Dictatorship,2169706564,1518565298,1702899386,1583776806,1755468137,1949411659,5.772250594,1.501845124,25.28281065,37.14221481,0,0,6.297999859,6.287000179,6.342999935,6.393000126,6.159999847,5.952000141,5.765999794,11.45400047,11.27000046,11.41300011,11.45899963,11.02900028,10.61200047,10.23099995,111.1,0
8,TCD,Chad,Dictatorship,12368071039,12949854263,13922223234,10945989472,10090922857,9871247732,14.01820542,0.145451048,1.680835875,3.669900434,0,0,5.703999996,5.69299984,5.68200016,5.659999847,5.784999847,5.886000156,5.923999786,10.19299984,10.15600014,10.16899967,10.10499954,10.14400005,10.13700008,10.11900043,108.3,0
9,CRI,Costa Rica,"Capitalism,Democracy",46473128285,49745088112,50577769838,54775994478,57157992434,57285984448,4.495559566,5.231189489,4.519346498,0.801857162,-0.017471924,1.625723304,9.899999619,8.960000038,9.119999886,9.260000229,8.979999542,8.140000343,8.034999847,23.18400002,22.89999962,25.11499977,23.09900093,23.42200089,21.00499916,20.85000038,43.2,1
10,CIV,Cote d'Ivoire,Democracy,26790579775,31273049200,35343298114,39633467836,35389998639,37353276059,1.304511199,2.581170373,0.448682077,1.251499548,0.723178458,0.685881065,2.914000034,2.83100009,2.747999907,2.664999962,2.599999905,2.599999905,2.601000071,4.149000168,4.032999992,3.917999983,3.803999901,3.713999987,3.697999954,3.684999943,94.6,0
11,CUB,Cuba,"Dictatorship,Communism",73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,0,0,0,0,0,0,3.460000038,3.289999962,2.700000048,2.400000095,2.489000082,2.53399992,2.558000088,7.327000141,7.013999939,5.793000221,5.178999901,5.427000046,5.517000198,5.561999798,62.9,0
12,DOM,Dominican Republic,Democracy,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,3.624901497,4.714828897,3.050108932,0.826638478,1.59498997,3.279556947,6.519999981,7.070000172,6.400000095,5.920000076,5.489999771,5.486000061,5.488999844,14.27400017,16.875,12.90100002,13.55099964,12.40100002,12.43500042,12.49300003,69.2,1
13,SLV,El Salvador,Democracy,21386153000,21977401900,22585841200,23166030400,23912227500,24805439600,1.729734816,0.757669185,1.141344675,-0.731384487,0.604049087,1.012354033,3.849999905,3.690000057,4.159999847,4,4.420000076,4.491000175,4.546000004,8.49600029,8.574000359,9.710000038,8.713999748,9.607000351,9.826999664,10.02400017,71.2,0
14,ERI,Eritrea,Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,6.68599987,6.623000145,6.585999966,6.556000233,6.452000141,6.362999916,6.278999805,11.47700024,11.42700005,11.44999981,11.4460001,11.35700035,11.2510004,11.13300037,97.2,0
15,ETH,Ethiopia,Dictatorship,43310721414,47648211133,55612228234,64464547915,73000980434,80561496134,24.12435395,8.079723678,7.402193468,10.11074774,7.263731539,9.848250242,5.144000053,4.980000019,4.978000164,4.972000122,5.092999935,5.203999996,5.308000088,7.282999992,7.063000202,7.068999767,7.072999954,7.264999866,7.428999901,7.592000008,99.6,0
16,GAB,Gabon,Dictatorship,17171447372,17590745162,18179752010,14377324798,14014369642,15013950984,2.652418287,0.505441059,4.690457518,-0.338795189,2.106707128,,20.22900009,20.18899918,20.08399963,20.00499916,19.88699913,19.6590004,19.45700073,35.94800186,36,35.97100067,35.97800064,35.87099838,35.89199829,35.8409996,72.5,0
17,GHA,Ghana,Democracy,41939728979,63277216929,53601126664,49181854798,55009730600,58996776238,7.12635006,11.66619231,15.48961603,17.1499695,17.45463471,12.37192155,3.628999949,2.170000076,2.164000034,2.154000044,2.25999999,2.355000019,2.431999922,7.368999958,4.559000015,4.513000011,4.511000156,4.717999935,4.901000023,5.054999828,68.1,0
18,GTM,Guatemala,Democracy,50388460920,53851148432,58722323918,63767597194,68663653469,75620095538,3.781807547,4.343371313,3.418361697,2.388720328,4.448441999,4.424536552,2.869999886,3.319999933,2.910000086,2.700000048,2.829999924,2.734999895,2.667000055,4.78000021,5.913000107,6.110000134,5.887000084,6.019999981,5.800000191,5.649000168,81.8,0
19,GIN,Guinea,Democracy,7638045248,8376613797,8778473641,8794202410,8694360305,10472514515,15.22510139,11.88789561,9.713977334,8.150870775,8.172681123,8.915131698,4.532000065,4.534999847,4.531000137,4.52699995,4.510000229,4.485000134,4.468999863,5.565000057,5.550000191,5.546000004,5.540999889,5.537000179,5.52699995,5.522999763,101.6,0
20,GNB,Guinea-Bissau,Democracy,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897,2.130545803,1.207125557,-1.509244606,1.404608873,1.575302229,1.362148999,6.267000198,6.25,6.217000008,6.196000099,6.144999981,6.099999905,6.059000015,11.39000034,11.45100021,11.42199993,11.47399998,11.53899956,11.60400009,11.66399956,98.1,0
21,HTI,Haiti,Democracy,7890216508,8452509316,8776350790,8724656126,7970649131,8408150518,6.28908183,5.853472722,4.566173531,9.016518813,13.83374255,14.67307574,14.10000038,13.85299969,13.93900013,14.04500008,14.00199986,13.98799992,13.87100029,35.07400131,34.72900009,35.15100098,35.58800125,35.74200058,35.94800186,35.86399841,102,0
22,HND,Honduras,Democracy,18528601901,18499710128,19756494435,20979767785,21643936939,22978532897,5.196186155,5.161898986,6.129249303,3.15783118,2.724612233,3.934360844,3.75,4.099999905,5.489999771,4.590000153,4.670000076,4.486000061,4.379000187,7.097000122,7.297999859,9.463000298,7.913000107,8.493000031,8.208000183,8.06799984,77.3,0
23,JAM,Jamaica,"Capitalism,Democracy",14798716216,14193012191,13852192273,14145469269,14072135209,14781107822,6.898248186,9.344402834,8.290005777,3.675887919,2.349758498,4.378892429,13.93000031,15.25,13.73999977,13.51000023,13.18999958,12.44799995,12.29399967,34.32400131,36.1609993,32.88999939,31.43799973,31.36199951,29.73500061,29.49699974,63.1,1
24,KEN,Kenya,Democracy ,50412754861,55096728048,61448041564,64007751188,70875223143,79263075749,9.377767482,5.71749357,6.878154993,6.582174403,6.297157525,8.005722791,11.87699986,11.76500034,11.66699982,11.5880003,11.52000046,11.47000027,11.42800045,26.04100037,26.11700058,26.14900017,26.20100021,26.25099945,26.20499992,26.16699982,97.4,0
25,LSO,Lesotho,Democracy,2678475775,2526009059,2614566294,2510312805,2323419619,2578265358,6.122689273,4.975768208,5.318281862,3.160309819,6.60505665,5.31027255,23.15699959,24.57999992,24.75699997,26.97500038,27.78199959,27.24500084,28.48200035,32.91699982,34.53099823,34.88000107,37.97200012,38.95899963,38.53300095,40.05199814,80.1,0
26,LBR,Liberia,Democracy,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,6.831787034,7.577306817,9.861112856,7.748696876,8.834248683,12.41963239,2.259000063,2.255000114,2.273000002,2.272000074,2.338000059,2.388999939,2.424999952,3.244999886,3.249000072,3.21600008,3.217000008,3.246999979,3.266000032,3.275000095,92.6,0
27,LBY,Libya,Dictatorship,81873662519,65502870174,41142722414,27842131486,26221660076,38107728083,6.059803922,2.605818027,0,0,0,0,19.03000069,18.74099922,18.48800087,18.35700035,18.42300034,17.68400002,15.68400002,45.11899948,44.85400009,44.61000061,44.57400131,45.70700073,45.94499969,42.31700134,94.6,0
28,MDG,Madagascar,Democracy,9919780071,10601690872,10673516673,9744243531,10001193315,11499803807,5.713844342,5.826429445,6.080408111,7.404191742,6.654801865,8.284223644,0.600000024,0.893000007,1.18599999,1.799999952,1.796000004,1.797000051,1.797000051,1.004999995,1.496999979,1.988999963,3.023000002,3.020999908,3.019000053,3.017999887,83.6,1
29,MWI,Malawi,Democracy,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,21.271265,27.28333333,23.79206495,21.86734755,21.71111321,11.54339392,6.133999825,5.949999809,5.94299984,5.883999825,5.857999802,5.897999763,5.931000233,8.088999748,7.824999809,7.835999966,7.788000107,7.777999878,7.81799984,7.857999802,85.5,1
30,MLI,Mali,Democracy,12442747897,13246412031,14345828992,13099495530,14010787738,15334336144,5.323128471,-0.606736356,0.883814547,1.450690576,-1.799647071,1.759857429,7.099999905,7.300000191,6.380000114,7.730000019,7.813000202,7.910999775,8.008999825,10.76900005,11.0909996,8.062000275,18.19199944,18.07799911,17.95999908,17.86199951,93.6,0
31,MRT,Mauritania,Dictatorship,5231255478,5724227185,5391475277,4844223107,4739298730,5024708656,4.902427272,4.129101738,3.534368561,3.254726881,1.471710456,2.254276519,10.10000038,10.07499981,10.02400017,9.850999832,9.843000412,9.876999855,9.902999878,17.98900032,18.00300026,17.98699951,17.80900002,17.8409996,17.93099976,18.02400017,92.2,0
32,MUS,Mauritius,"Capitalism,Democracy",11668685524,12129642296,12803445934,11692287066,12232463656,13266427697,3.852160333,3.543295739,3.21769192,1.286549708,0.977675135,3.666997027,8.149999619,8,7.71999979,7.920000076,7.300000191,7.130000114,7.054999828,24.26499939,23.50499916,24.44199944,25.91900063,23.56599998,24.44599915,24.08099937,40.5,1
33,MEX,Mexico,"Capitalism,Democracy",1.2E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.15E+12,4.111509811,3.806390697,4.018616081,2.72064065,2.821707847,6.04145724,4.920000076,4.940000057,4.829999924,4.340000153,3.880000114,3.420000076,3.371000051,9.401000023,9.430999756,9.423000336,8.562000275,7.664000034,6.827000141,6.755000114,71.5,0
34,MAR,Morocco,Monarchy,98266306615,1.07E+11,1.1E+11,1.01E+11,1.03E+11,1.1E+11,1.287128713,1.872321227,0.442869796,1.557907113,1.635311143,0.754663249,8.989999771,9.229999542,9.699999809,9.659999847,9.399999619,9.331999779,9.288000107,18.66399956,19.05200005,19.93600082,20.6989994,18.62199974,17.95800018,17.88800049,74,1
35,MOZ,Mozambique,Democracy,14534278440,16018848994,16961117243,14798413628,10981358031,12645508634,0,0,0,0,0,0,22.54999924,23.26799965,25.29999924,25.29999924,25.15399933,25.04100037,24.91300011,38.54499817,39.74700165,43.20100021,43.17300034,42.94599915,42.66199875,42.38399887,88.7,0
36,NAM,Namibia,Democracy,13016272899,12717790505,12786078008,11650656642,11281259987,13253698015,6.721997773,5.600925023,5.349526127,3.395660655,6.727795407,6.143923662,16.77000046,19.03000069,18.52000046,19.59199905,23.35000038,23.33499908,23.28499985,34.32300186,40.82099915,38.6570015,40.11299896,45.19200134,45.5320015,45.90299988,68.8,1
37,NIC,Nicaragua,Democratic socialism,10532001130,10982972256,11880438824,12611087031,13184989878,13814261536,7.193550533,7.135467853,6.035968618,3.997379967,3.523173176,3.850671663,5.210000038,5.28000021,4.519999981,4.478000164,4.447000027,4.44299984,4.454999924,8.253000259,9.147999763,8.597000122,8.586999893,8.593000412,8.678999901,8.788999557,75.3,0
38,NER,Niger,Democracy ,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,0.45508982,2.29723115,-0.93028726,0.998329582,0.177037877,2.38268715,0.377999991,0.342999995,0.358999997,0.335000008,0.344999999,0.354000002,0.363000005,0.572000027,0.515999973,0.540000021,0.501999974,0.515999973,0.528999984,0.541999996,96.2,0
39,NGA,Nigeria,Democracy,4.59E+11,5.15E+11,5.68E+11,4.95E+11,4.05E+11,3.76E+11,12.21778174,8.475827285,8.062485824,9.009387183,15.67534055,16.52353998,3.760999918,3.700000048,4.559999943,4.309999943,7.059999943,7.043000221,7.026000023,9.765000343,9.769000053,8.515999794,8.046999931,13.06400013,13.41300011,13.74600029,99.9,0
40,PAN,Panama,Democracy,40429734400,45599994000,49921464365,54091713776,57957594212,62283756584,5.698199403,4.027160534,2.630931154,0.132255449,0.739734025,0.875585919,4.050000191,4.099999905,4.820000172,4.53000021,4.353000164,4.486999989,4.596000195,10.31400013,10.78199959,12.52299976,12.55599976,11.56999969,11.97900009,12.31599998,49.5,1
41,RWA,Rwanda,"Capitalism,Dictatorship",7334917697,7621923308,8016591928,8277613194,8475681533,9135454442,10.27101823,5.92426868,2.354490528,2.528502842,7.17434302,8.279536723,3.440000057,2.272000074,1.169999957,1.164999962,1.231999993,1.297000051,1.360000014,4.327000141,3.065000057,1.88499999,1.889000058,1.998000026,2.09800005,2.194000006,89.3,1
42,SEN,Senegal,Democracy,17825417949,18960182371,19770919167,17767620059,18973894459,21070225735,1.418228712,0.710245487,-1.090255074,0.135211934,0.837284943,1.318153148,9.024999619,7.688000202,6.356999874,4.849999905,4.847000122,4.84499979,4.842999935,10.80300045,9.022000313,7.256999969,5.302000046,5.389999866,5.472000122,5.546000004,79.6,1
43,SLE,Sierra Leone,Democracy,3801862611,4920343195,5015157816,4218723875,3556036535,3775047334,6.588359616,5.51827137,4.645462047,6.693679279,10.88328586,18.2198092,4.513000011,4.630000114,4.679999828,4.703000069,4.59800005,4.47300005,4.360000134,8.822999954,9.282999992,9.508999825,9.392999649,9.340999603,9.041000366,8.774000168,89.1,1
44,SOM,Somalia,Dictatorship,,6481000000,6562001351,6659000748,6761998534,7052000000,,,,,,,6.044000149,6.058000088,6.071000099,6.080999851,6.024000168,5.979000092,5.929999828,11.09899998,11.10999966,11.11600018,11.11800003,11.03600025,10.96800041,10.89000034,113.2,0
45,ZAF,South Africa,Democracy,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11,3.49E+11,5.723943662,5.776404135,6.136020151,4.509208278,6.594604415,5.181082233,24.72999954,24.56999969,24.89999962,25.15999985,26.54999924,27.32999992,27.37299919,51.70000076,51.43000031,51.29999924,50.13999939,53.36000061,53.52999878,53.80199814,72.9,0
46,SSD,South Sudan,Dictatorship,11266779661,14940338983,15099661017,10906867790,2904114903,,45.07825706,-0.039381326,1.655223598,52.81465207,379.8480206,187.8516257,11.27600002,12.92700005,12.17399979,11.99400043,11.54199982,11.54300022,11.49699974,16.37899971,20.39500046,18.60899925,18.22500038,17.43899918,17.61199951,17.5909996,113.4,0
47,SDN,Sudan,Dictatorship,68125631150,72065940086,82151588419,97156119150,95584380032,1.17E+11,35.56524887,36.52114404,36.90664279,16.90945571,,,13.03600025,12.86600018,12.81000042,12.78499985,12.73400021,12.7329998,12.71000004,27.70700073,27.32299995,27.25699997,27.28700066,27.2670002,27.27599907,27.24500084,108.7,0
48,TZA,Tanzania,Democracy,39087797980,44413614439,48219739331,45628320355,47388394818,52090321003,16.00109385,7.870723646,6.13161433,5.58816953,5.174766293,5.318716052,3.240999937,2.930000067,2.119999886,2.118000031,2.167999983,2.214999914,2.259000063,6.514999866,5.823999882,3.697999954,3.697000027,3.805000067,3.901000023,3.989000082,79.4,1
49,TGO,Togo,Dictatorship,3873529926,4320427496,4568900620,4179185205,4457732625,4757776485,2.630773937,1.773472429,0.183042905,1.783234671,0.868815969,-0.795130979,1.853999972,1.850000024,1.845999956,1.842000008,1.842000008,1.843999982,1.847000003,2.779999971,2.779999971,2.77699995,2.776000023,2.782999992,2.789999962,2.798000097,85.2,0
50,TTO,Trinidad and Tobago,Democracy,25601811994,26578524198,27200280855,24401734195,22295585700,22079017627,9.260281371,5.199817405,5.684418146,4.661215981,3.070667425,1.880384402,5.039999962,3.589999914,3.309999943,3.390000105,4.373000145,4.842000008,5.074999809,12.37800026,9.156000137,7.93900013,8.425000191,10.23900032,11.35099983,11.93700027,54.6,1
51,TUN,Tunisia,Democracy,45044112939,46251061734,47632326088,43152528548,41808379888,39952095561,5.138117098,5.798544619,4.937735303,4.857182282,3.711014607,5.329272935,17.62999916,15.93000031,15.05799961,15.22000027,15.51000023,15.38000011,15.25399971,38.38800049,34.52700043,34.76599884,35.4280014,36.35400009,36.32899857,36.27299881,72.1,1
