,Country Code_y,Country Name,Political model,GDP-2012,GDP -2013,GDP-2014,GDP-2015,GDP-2016,GDP-2017,ICP-2012,ICP-2013,ICP-2014,ICP-2015,ICP-2016,ICP-2017,UG2012,UG2013,UG2014,UG2015,UG2016,UG2017,UG2018,UY2012,UY2013,UY2014,UY2015,UY2016,UY2017,UY2018,2018 score,Status
106,IRN,Iran,Dictatorship,5.99E+11,4.67E+11,4.34E+11,3.86E+11,4.19E+11,4.54E+11,25.73656846,39.26602343,17.22132871,13.69920844,8.651257774,9.987184964,12.21000004,10.43999958,10.56999969,11.06000042,12.43000031,12.51599979,12.36900043,27.04500008,23.68499947,24.87899971,25.83799934,28.80699921,29.93600082,29.86499977,84.3,1
107,IRQ,Iraq,Dictatorship,2.18E+11,2.35E+11,2.35E+11,1.77E+11,1.71E+11,1.92E+11,6.089096416,1.879498007,2.235974079,1.393330288,0.525433312,0.184058899,7.960000038,8.06400013,8.203000069,8.086999893,7.90899992,8.161000252,8.234000206,16.01399994,16.31500053,16.61700058,16.41300011,16.14900017,16.74500084,16.92300034,102.2,0
108,ISL,Iceland,"Capitalism,Democratic socialism,Democracy",14292008745,15548321544,17304033021,16942247374,20304098101,23909289979,5.185899888,3.872279237,2.044614815,1.633055582,1.69692762,1.760415592,6,5.380000114,4.900000095,3.980000019,2.980000019,2.75,2.835000038,13.25899982,10.45300007,9.616000175,8.598999977,6.335999966,7.59499979,7.756000042,20.3,1
109,ITA,Italy,Democracy,2.07E+12,2.13E+12,2.15E+12,1.83E+12,1.86E+12,1.93E+12,3.041363332,1.219993423,0.24104743,0.0387904,-0.094016657,1.226533166,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.56599998,35.49300003,40.25600052,42.86700058,40.48699951,37.84999847,34.72600174,32.74599838,43.8,1
110,JOR,Jordan,Capitalism,30937277606,33593843662,35826925775,37517410282,38654727746,40068308451,4.5152,4.824561404,2.898931704,-0.87691336,-0.778579635,3.324392334,12.19999981,12.60000038,11.89999962,13.07499981,15.27499962,14.92199993,14.66899967,30.86899948,32.53699875,31.48200035,33.29399872,38.5,39.76399994,40.57099915,76.8,1
111,JPN,Japan,"Capitalism,Democracy",6.2E+12,5.16E+12,4.85E+12,4.39E+12,4.95E+12,4.87E+12,-0.051939058,0.346440326,2.761954083,0.78951789,-0.116666667,0.467211747,4.349999905,4.03000021,3.579999924,3.329999924,3.130000114,2.829999924,2.444999933,8.090000153,6.822000027,6.284999847,5.513000011,5.153999805,4.618000031,3.960999966,34.5,1
112,KHM,Cambodia,Dictatorship,14054443213,15227991395,16702610842,18049954289,20016747754,22158209503,2.932724618,2.94260016,3.855238553,1.221270061,3.04541464,2.890924692,0.159999996,0.300000012,0.180000007,0.179000005,0.197999999,0.216000006,0.233999997,0.305999994,0.574000001,0.344999999,0.345999986,0.381999999,0.419,0.458000004,84,0
113,KWT,Kuwait,Dictatorship,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.11E+11,1.2E+11,3.255146003,2.682296841,2.908926729,3.271701661,3.198397767,2.171832985,3.512000084,3.424999952,2.900000095,2.200000048,2.230999947,2.137000084,2.059999943,20.59399986,21.02599907,19.72100067,18.45299911,17.69199944,15.96700001,14.74800014,55.9,0
114,LBN,Lebanon,Democracy,44047334184,46471385850,48524603055,49910270062,51483909755,53576985687,6.581474477,4.821019563,1.854604213,-3.749145248,-0.783359624,4.321352183,6.553999901,6.584000111,6.607999802,6.627999783,6.578999996,6.640999794,6.690999985,17.22100067,17.19300079,17.20100021,17.24699974,17.21899986,17.55200005,17.86899948,86.8,0
115,LKA,Sri Lanka,Democracy,68434409315,74317806538,79356449841,80604080689,81787420023,87357205923,7.542913732,6.908450348,3.179002282,3.768367831,3.958888466,7.704137679,3.880000114,4.440000057,4.400000095,4.670000076,4.369999886,4.078999996,4.138000011,16.91600037,19.98800087,20.8029995,20.61700058,22.06599998,20.74300003,20.87599945,84.9,1
116,LTU,Lithuania,"Capitalism,Democracy",42848195256,46417340375,48516371721,41508609233,42773029835,47168303744,3.089983269,1.047466621,0.103789914,-0.884108435,0.905521554,3.722971712,13.35999966,11.77000046,10.69999981,9.119999886,7.860000134,7.070000172,6.920000076,26.65399933,21.9090004,19.26399994,16.28899956,14.4090004,13.20400047,13.34799957,39.4,1
117,LUX,Luxembourg,"Capitalism,Democracy",56677961787,61739352212,66327344189,57784495265,58631324559,62404461275,2.662841655,1.734039635,0.628543985,0.474743161,0.290833333,1.730799591,5.139999866,5.849999905,5.849999905,6.670000076,6.289999962,5.519999981,5.359000206,18.53100014,15.36499977,22.00699997,17.23800087,18.70400047,15.22999954,14.96100044,20.8,1
118,LVA,Latvia,"Capitalism,Democracy",28119996053,30254677297,31335013752,26972863394,27571513793,30264454642,2.257789244,-0.029454778,0.620490637,0.174242244,0.140633335,2.930363124,15.05000019,11.86999989,10.85000038,9.869999886,9.640000343,8.710000038,8.569000244,28.50099945,23.20700073,19.57799911,16.27300072,17.22500038,16.97999954,16.78100014,44.9,1
119,MDA,Moldova,Democracy,7284686576,7985387152,7983241044,6512885830,6795731286,8128493432,4.546334274,4.597878974,5.088785546,9.676240331,6.35930898,6.570229975,5.579999924,5.099999905,3.859999895,3.690000057,4.179999828,4.453999996,4.385000229,13.09200001,12.21000004,9.852999687,10.73700047,11.23499966,12.83600044,12.60499954,69.5,1
120,MDV,Maldives,Democracy ,2886170572,3295011382,3697351597,4109424801,4414055725,4865546027,10.88469566,3.805516819,2.12011311,0.953206659,0.502509414,2.703464654,5.113999844,4.96600008,5.210000038,5.052999973,5.027999878,4.994999886,4.965000153,12,11.8760004,12.88599968,13.07600021,13.52299976,13.77999973,14.04100037,72.4,1
121,MLT,Malta,"Capitalism,Democracy",9205742002,10146688739,11216758082,10554669618,11274020601,12518134319,2.375820578,1.180284364,0.310306472,1.100548264,0.642702772,1.364354482,6.309999943,6.389999866,5.800000191,5.389999866,4.699999809,4.010000229,3.903000116,14.07699966,13.02000046,11.74100018,11.77400017,11.02299976,10.49800014,10.33600044,36.2,1
122,MMR,Myanmar,Dictatorship,59937797559,60269734045,65446199788,59687410897,63256184700,67068745521,1.467583227,5.483386189,5.046410888,9.485472555,6.964739177,4.572727331,0.781000018,0.778999984,0.774999976,0.769999981,0.782999992,0.79400003,0.801999986,1.597000003,1.603000045,1.598999977,1.592000008,1.629999995,1.659000039,1.682000041,96.1,0
123,MNE,Montenegro,Democracy ,4087724528,4464261816,4587926231,4052913386,4374130531,4844592067,4.14524725,2.205892681,-0.710514052,1.548691582,-0.271385023,2.380235991,19.72999954,19.5,18,17.52000046,17.70000076,16.06999969,16.11599922,40.54700089,41.46300125,35.37400055,37.64300156,37.61899948,31.81599998,32.70100021,55.3,1
124,MNG,Mongolia,Democracy,12292770631,12582122604,12226514722,11749620620,11186734674,11433635876,14.31760204,10.48814505,12.22544812,6.580057365,1.05535328,4.050499281,3.900000095,4.230000019,4.800000191,4.860000134,7.239999771,6.959000111,6.653999805,8.236000061,10.47500038,11.85000038,12.57199955,19.8579998,18.88199997,17.9260006,54.9,0
125,MYS,Malaysia,"Capitalism,Democracy",3.14E+11,3.23E+11,3.38E+11,2.97E+11,2.97E+11,3.15E+11,1.663571025,2.105012312,3.142990509,2.104389802,2.090566595,3.871201158,3.019999981,3.109999895,2.869999886,3.099999905,3.440000057,3.414999962,3.349999905,10.10700035,10.07400036,9.868000031,10.77700043,10.72500038,10.84899998,10.81900024,63.6,1
126,NLD,Netherlands,"Capitalism,Democracy",8.29E+11,8.67E+11,8.8E+11,7.58E+11,7.77E+11,8.26E+11,2.455547653,2.506898527,0.97603508,0.600248147,0.316666667,1.381458714,5.820000172,7.239999771,7.420000076,6.869999886,6.010000229,4.840000153,3.792999983,11.68599987,13.15600014,12.73700047,11.24199963,10.83500004,8.880999565,6.959000111,26.2,1
127,NOR,Norway,"Capitalism,Democracy",5.1E+11,5.24E+11,4.99E+11,3.87E+11,3.71E+11,3.99E+11,0.696864111,2.120486204,2.041702867,2.171136654,3.55,1.875100596,3.119999886,3.420000076,3.480000019,4.300000191,4.679999828,4.159999847,3.894999981,8.418999672,9.079000473,7.815999985,9.876000404,11.09899998,10.30200005,9.668999672,18.3,1
128,NPL,Nepal,Democracy,18851513891,19271168018,20002968838,21410840909,21185922408,24880266905,9.459809804,9.040163119,8.364154697,7.868908956,8.79034332,3.228928123,2.89199996,3.299999952,3,3.101999998,3.062000036,2.736000061,2.690000057,4.755000114,5.436999798,4.953999996,5.127999783,4.988999844,4.306000233,4.306000233,87.9,0
129,NZL,New Zealand,"Capitalism,Democracy",1.76E+11,1.91E+11,2.01E+11,1.78E+11,1.89E+11,2.06E+11,1.059913184,1.134422664,1.227507506,0.292704628,0.646240284,1.850787675,6.409999847,5.760000229,5.380000114,5.369999886,5.110000134,4.881000042,5.039000034,16.64999962,14.9829998,13.9090004,13.72599983,13.28600025,12.76500034,13.21500015,20.9,1
130,OMN,Oman,"Capitalism,Dictatorship",76689206762,78784395319,81076723017,68905071521,66824447334,72642652796,2.947734953,1.045528388,1.022343145,0.065290133,1.109208058,1.597160603,3.773000002,3.651000023,3.493999958,3.318000078,3.266000032,3.25,3.229000092,8.793000221,8.845000267,8.944999695,9.046999931,8.661999702,8.456000328,8.42800045,52.6,1
131,PAK,Pakistan,Democracy,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11,3.05E+11,9.682351861,7.692156119,7.189384028,2.529328173,3.765119164,4.08537368,1.840999961,2.950000048,1.830000043,3.569999933,3.844000101,4.044000149,4.197000027,3.859999895,6.113999844,4.169000149,6.818999767,7.303999901,7.683000088,7.945000172,96.3,0
132,PER,Peru,"Capitalism,Democracy",1.93E+11,2.01E+11,2.01E+11,1.9E+11,1.92E+11,2.11E+11,3.655709068,2.806716509,3.244963042,3.549288049,3.592113241,2.80283917,3.109999895,3.24000001,2.960000038,3,3.529999971,3.59100008,3.638000011,7.289000034,6.686999798,7.612999916,6.77699995,8.697999954,8.593000412,8.619000435,70.1,1
133,PHL,Philippines,Democracy,2.5E+11,2.72E+11,2.85E+11,2.93E+11,3.05E+11,3.14E+11,3.026963911,2.582687661,3.597823439,0.674192537,1.253698801,2.853187726,3.5,3.5,3.599999905,3.039999962,2.710000038,2.345999956,1.881000042,9.510000229,9.293000221,9.56000042,8.532999992,7.671000004,6.774000168,5.467000008,85.5,1
134,PNG,Papua New Guinea,Democracy,21295834133,21261305413,23060047128,20638636035,19028120013,20536314601,4.537205082,4.96031746,5.222117202,5.995957781,6.673728814,5.42204568,2.631999969,2.621999979,2.654000044,2.638000011,2.64199996,2.661999941,2.680000067,4.879000187,4.866000175,4.984000206,4.961999893,5.001999855,5.039000034,5.077000141,84.8,0
135,POL,Poland,"Capitalism,Democracy",5E+11,5.24E+11,5.45E+11,4.77E+11,4.72E+11,5.26E+11,3.560371517,0.991982606,0.053821313,-0.874125874,-0.664767331,2.075935537,10.09000015,10.32999992,8.989999771,7.5,6.159999847,4.889999866,4.364999771,26.42499924,27.20499992,23.76199913,20.69000053,17.59199905,14.77900028,13.29500008,41.5,1
136,PRK,North Korea,Dictatorship,,,,,,,,,,,,,4.493000031,4.492000103,4.480999947,4.522999763,4.721000195,4.776000023,4.745999813,11.1079998,11.13399982,11.13799953,11.36400032,11.72999954,11.66699982,11.34200001,93.2,0
137,PRT,Portugal,"Democratic socialism,Democracy",2.16E+11,2.26E+11,2.3E+11,1.99E+11,2.05E+11,2.18E+11,2.773338541,0.274416667,-0.278153367,0.487938624,0.607397075,1.368614116,15.52999973,16.18000031,13.89000034,12.43999958,11.06999969,8.869999886,7.34800005,37.97499847,38.14799881,34.80899811,32.00299835,27.99200058,23.94099998,19.73600006,27.3,1
138,PRY,Paraguay,Democracy,33283228891,38585317743,40276532541,36164068797,36054281572,39667400816,3.67591898,2.683857387,5.028827675,3.129002745,4.086822806,3.602477413,4.090000153,4.380000114,5.03000021,4.559999943,5.25,4.610000134,4.607999802,10.06200027,9.487999916,11.10099983,10.93099976,11.45800018,10.69299984,10.68799973,69.8,1
139,QAT,Qatar,"Capitalism,Dictatorship",1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.67E+11,2.315348534,3.214236565,3.351638736,1.610185208,2.872559911,0.408824437,0.479999989,0.270000011,0.189999998,0.159999996,0.140000001,0.122000001,0.120999999,1.598999977,1.05400002,0.731999993,0.550999999,0.446999997,0.405000001,0.419999987,48.1,1
140,ROU,Romania,"Capitalism,Democracy",1.71E+11,1.91E+11,2E+11,1.78E+11,1.88E+11,2.12E+11,3.334922677,3.984712355,1.068309877,-0.594156437,-1.544796668,1.339021211,6.789999962,7.099999905,6.800000191,6.809999943,5.900000095,4.929999828,4.625,22.41500092,23.62400055,23.89999962,21.5359993,20.52099991,18.4659996,17.27099991,49.4,1
141,SAU,Saudi Arabia,Dictatorship,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.87E+11,2.866270299,3.511042098,2.241853488,1.222693186,2.053470768,-0.834845735,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.522999763,5.422999859,27.83699989,28.96500015,30.12299919,28.97599983,24.87199974,25.02099991,25.12400055,70.2,1
142,SGP,Singapore,"Capitalism,Democracy",2.91E+11,3.04E+11,3.12E+11,3.04E+11,3.1E+11,3.24E+11,4.575959852,2.358601146,1.024982528,-0.522752485,-0.532286132,0.576324696,2.880000114,2.789999962,2.799999952,1.690000057,1.799999952,2.023999929,1.835999966,6.531000137,6.334000111,6.342999935,3.821000099,4.077000141,4.604000092,4.18900013,30.4,1
143,SLB,Solomon Islands,Monarchy,1063879446,1129787198,1172268301,1154650069,1232699139,1303453622,5.912006025,5.391363886,5.165902379,-0.574469286,0.512485626,0.48868676,2.039000034,2.032000065,2.032999992,2.036999941,2.04399991,2.049999952,2.055999994,4.453000069,4.422999859,4.40899992,4.414000034,4.390999794,4.372000217,4.357999802,83.1,1
144,SRB,Serbia,Democratic socialism,40742313861,45519650911,44210806366,37160332465,38299854688,41431648801,7.330385896,7.694263629,2.082447939,1.39235822,1.122313974,3.131062486,24,22.14999962,19.21999931,17.92000008,15.26000023,14.10499954,13.08399963,50.60499954,48.79100037,46.70899963,42.59000015,34.43399811,32.8219986,31.25499916,68.1,1
145,SUR,Suriname,Democracy,4958566170,5149556634,5235212206,4767414748,3152173913,2995827901,5.006863194,1.923436041,3.383412727,6.867599244,55.48443775,22.01953346,6.289000034,4.840000153,6.940000057,7.21999979,8.175000191,8.123999596,8.052000046,14.99800014,15.35299969,15.7869997,13.32199955,15.68700027,15.86400032,16.33699989,64,1
146,SVN,Slovenia,Democracy,46352802766,48116256926,49904928335,43072415017,44708598649,48769655479,2.59741386,1.769200859,0.199343827,-0.525552286,-0.054999542,1.429107433,8.840000153,10.10000038,9.670000076,8.960000038,8,6.559999943,6.21999979,20.64599991,21.65999985,20.23999977,16.29700089,15.25800037,11.3380003,11.17399979,30.3,1
147,SWE,Sweden,"Capitalism,Democracy",5.44E+11,5.79E+11,5.74E+11,4.98E+11,5.14E+11,5.38E+11,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,7.960000038,8.010000229,7.920000076,7.400000095,6.989999771,6.71999979,6.318999767,23.36199951,23.1760006,22.49500084,20.02099991,18.74500084,17.82799911,16.93000031,20.8,1
148,SYC,Seychelles,Democracy,1060222480,1328158360,1343010475,1377492466,1427525457,1497959569,7.110370623,4.338938483,1.385834546,4.041944107,-1.015481917,2.856795756,,,,,,,,,,,,,,,56.8,1
149,THA,Thailand,Monarchy,3.98E+11,4.2E+11,4.07E+11,4.01E+11,4.12E+11,4.55E+11,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,0.579999983,0.49000001,0.579999983,0.600000024,0.936999977,1.082999945,1.268000007,2.835000038,2.496000051,3.213000059,3.171000004,5.113999844,5.936999798,6.989999771,75,1
150,TJK,Tajikistan,Dictatorship,7633049792,8506045086,9236309138,7854602392,6952678127,7146449583,5.83116601,5.009646453,6.104427651,5.714559496,6.004580823,,10.75,10.60599995,10.47299957,10.36299992,10.3039999,10.28100014,10.29199982,18.99399948,18.71100044,18.46800041,18.29800034,18.5170002,18.88100052,19.21500015,79.5,0
151,TKM,Turkmenistan,Dictatorship,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,,,,,,,3.665999889,3.630000114,3.576999903,3.575000048,3.479000092,3.401000023,3.335000038,6.520999908,6.458000183,6.336999893,6.423999786,6.46999979,6.525000095,6.585000038,72.6,0
152,TUR,Turkey,Dictatorship,8.74E+11,9.51E+11,9.34E+11,8.6E+11,8.64E+11,8.52E+11,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,8.149999619,8.729999542,9.880000114,10.23999977,10.84000015,11.26299953,11.14000034,15.68000031,16.94000053,17.82999992,18.47999954,19.47999954,20.31100082,20.07799911,82.2,0
153,UKR,Ukraine,Democracy,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.454999924,8.982000351,17.09700012,17.41900063,23.27000046,22.53199959,22.01000023,23.26300049,22.36300087,72.6,1
154,URY,Uruguay,"Capitalism,Democracy",51264390116,57531233351,57236013086,53274304222,52687612262,56156972158,8.097765806,8.57513504,8.877353332,8.666269871,9.639413476,6.218093826,6.449999809,6.440000057,6.550000191,7.489999771,7.840000153,7.889999866,8.048999786,18.52400017,19.18799973,19.3029995,22.62700081,23.87299919,24.78300095,24.99399948,35.4,1
155,USA,United States,Democracy,1.62E+13,1.67E+13,1.74E+13,1.81E+13,1.86E+13,1.94E+13,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,8.069999695,7.380000114,6.170000076,5.28000021,4.869999886,4.360000134,4.035999775,16.11800003,15.45300007,13.30599976,11.51500034,10.33699989,9.17800045,8.527999878,37.7,1
156,VEN,Venezuela,Democratic socialism,3.81E+11,3.71E+11,4.82E+11,,,,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,,7.409999847,7.539999962,6.949999809,6.820000172,7.145999908,7.662000179,7.882999897,16.12299919,16.12400055,14.58300018,14.48799992,15.76399994,17.13999939,18.04400063,86.2,0
157,VNM,Vietnam,"Dictatorship,Communism",1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,9.094216079,6.592255898,4.710018434,0.878603714,3.243567431,3.520256888,1.769999981,1.950000048,1.870000005,2.119999886,2.099999905,2.052999973,2.094000101,5.162000179,5.669000149,5.702000141,6.598999977,6.967999935,6.980999947,7.256999969,68.4,0
158,WSM,Samoa,Democracy,801168622.3,804808525.5,805162571.8,804100582.5,786640006.1,840927996.6,2.049018835,0.610085721,-0.406816088,0.72707706,1.302402922,1.637425973,8.75,8.812999725,8.720000267,8.76099968,8.487000465,8.206000328,8.097999573,18.35000038,18.36499977,18.12000084,18.13899994,18.10499954,17.96699905,18.12899971,65.5,0
159,YEM,Yemen,Dictatorship,35401339869,40415233436,43228583935,45593573381,36436652465,31267675216,9.885387145,10.96844215,8.104725836,,,,15.27700043,14.16300011,13.47000027,13.80700016,13.72900009,14.03600025,14.16699982,28.34799957,26.04199982,24.53000069,25.20800018,25.16900063,25.73600006,26.07299995,112.7,0